epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
145,1279.93,1.10202,0.9418,1.51168,0.56016,0.82645,0.73272,0.58162,0.9149,0.63468,1.35739,0.000794232,0.000794232,0.000794232
146,1288.5,1.10016,0.91023,1.50867,0.56139,0.8748,0.82041,0.679,0.92133,0.62512,1.35596,0.000792032,0.000792032,0.000792032
147,1297.21,1.09182,0.91733,1.48887,0.46087,0.76378,0.76311,0.61287,0.92638,0.63484,1.36753,0.000789832,0.000789832,0.000789832
148,1305.81,1.1199,0.92985,1.5227,0.49934,0.82657,0.81058,0.62304,0.93289,0.62608,1.35534,0.000787632,0.000787632,0.000787632
149,1314.4,1.08323,0.92237,1.49402,0.58876,0.82863,0.81322,0.61901,0.91027,0.61634,1.33738,0.000785433,0.000785433,0.000785433
150,1323.03,1.07347,0.89792,1.4847,0.76784,0.74167,0.8154,0.63859,0.91741,0.62547,1.34892,0.000783233,0.000783233,0.000783233
151,1331.66,1.07656,0.91437,1.49789,0.61707,0.81245,0.80132,0.6556,0.92772,0.62738,1.36602,0.000781033,0.000781033,0.000781033
152,1340.41,1.06721,0.93401,1.49776,0.4832,0.80135,0.6597,0.52037,0.96456,0.67726,1.3949,0.000778833,0.000778833,0.000778833
153,1349.04,1.09511,0.92459,1.5142,0.76734,0.7209,0.7679,0.63309,0.93082,0.63256,1.36339,0.000776633,0.000776633,0.000776633
154,1357.81,1.08636,0.90683,1.49168,0.58385,0.82422,0.81607,0.68052,0.92357,0.61282,1.36702,0.000774434,0.000774434,0.000774434
155,1366.49,1.04754,0.89473,1.47492,0.55379,0.88656,0.82056,0.69074,0.88603,0.59472,1.31991,0.000772234,0.000772234,0.000772234
156,1375.17,1.088,0.91743,1.47951,0.64671,0.61309,0.80696,0.64227,0.91372,0.63607,1.34117,0.000770034,0.000770034,0.000770034
157,1383.8,1.10386,0.92642,1.48941,0.61964,0.83002,0.81308,0.647,0.89767,0.61638,1.33156,0.000767834,0.000767834,0.000767834
