Source_File,Class_ID,Class_Name,Confidence,Normalized_X_Center,Normalized_Y_Center,Normalized_Width,Normalized_Height
3014.png,3,Residential,0.4855,0.514259,0.948941,0.480525,0.102067
303.png,3,Residential,0.8968,0.495937,0.499098,0.339454,0.463186
303.png,3,Residential,0.751,0.621385,0.933455,0.524793,0.132409
3101.png,3,Residential,0.9152,0.447939,0.46857,0.387184,0.358309
3101.png,3,Residential,0.8607,0.100412,0.307975,0.198265,0.552483
3101.png,3,Residential,0.84,0.886983,0.540087,0.223873,0.328328
3182.png,3,Residential,0.883,0.474786,0.497142,0.473683,0.436553
3182.png,3,Residential,0.8674,0.19418,0.15695,0.38836,0.3139
3182.png,3,Residential,0.8354,0.594411,0.86953,0.411459,0.260941
320.png,3,Residential,0.909,0.481905,0.489846,0.370756,0.471833
320.png,3,Residential,0.8619,0.218272,0.111516,0.431134,0.223033
320.png,3,Residential,0.8543,0.530263,0.90097,0.422553,0.198061
3202.png,3,Residential,0.9193,0.466528,0.51053,0.469914,0.389518
3215.png,3,Residential,0.6423,0.461255,0.527096,0.423194,0.459618
3215.png,3,Residential,0.5655,0.338942,0.943373,0.384391,0.112845
3215.png,3,Residential,0.2686,0.445452,0.056463,0.412553,0.112925
3215.png,3,Residential,0.1962,0.943641,0.892064,0.109343,0.214436
323.png,3,Residential,0.553,0.503684,0.474703,0.560658,0.328388
323.png,2,Commercial,0.2199,0.50005,0.474246,0.559064,0.33529
323.png,3,Residential,0.1807,0.526294,0.080439,0.239399,0.160878
3261.png,3,Residential,0.906,0.484058,0.472814,0.406422,0.430442
3267.png,3,Residential,0.8588,0.465714,0.507694,0.470654,0.335376
3267.png,3,Residential,0.7536,0.911901,0.548941,0.176197,0.346261
3267.png,3,Residential,0.5968,0.049184,0.504524,0.09763,0.373966
3272.png,3,Residential,0.9126,0.157644,0.135285,0.315288,0.259873
3272.png,3,Residential,0.9002,0.478035,0.487356,0.539445,0.434959
3272.png,3,Residential,0.8168,0.604526,0.945242,0.256147,0.106954
3296.png,3,Residential,0.8951,0.498662,0.49544,0.352042,0.455781
3296.png,3,Residential,0.7747,0.518679,0.942982,0.416753,0.113519
3296.png,3,Residential,0.7351,0.379454,0.063836,0.389259,0.127672
3316.png,3,Residential,0.8838,0.488375,0.463528,0.464426,0.429962
3316.png,3,Residential,0.3808,0.568151,0.970021,0.385366,0.059948
3316.png,3,Residential,0.3792,0.461902,0.058588,0.262949,0.117175
409.png,3,Residential,0.9026,0.53514,0.497512,0.415389,0.474156
409.png,3,Residential,0.8991,0.211603,0.143997,0.409118,0.287993
409.png,3,Residential,0.8709,0.868272,0.836146,0.260656,0.327708
47.png,3,Residential,0.9286,0.4824,0.48964,0.46224,0.376845
47.png,3,Residential,0.8687,0.878972,0.494219,0.240786,0.362295
47.png,3,Residential,0.835,0.080293,0.407842,0.158124,0.520011
476.png,3,Residential,0.9026,0.465365,0.483198,0.490762,0.330604
476.png,3,Residential,0.878,0.09213,0.477489,0.18426,0.312598
476.png,3,Residential,0.86,0.888705,0.361918,0.222534,0.293429
479.png,2,Commercial,0.545,0.417872,0.220278,0.468888,0.440557
479.png,3,Residential,0.2284,0.413624,0.21794,0.43716,0.432438
479.png,2,Commercial,0.1716,0.586743,0.223608,0.826513,0.443488
574.png,3,Residential,0.2832,0.090124,0.879433,0.180247,0.241134
603.png,3,Residential,0.8875,0.489652,0.484973,0.422485,0.452793
603.png,3,Residential,0.7852,0.462709,0.09377,0.391075,0.18754
