epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
106,167.281,1.31488,1.18972,1.76615,0.51864,0.62563,0.76519,0.55694,1.10684,0.85191,1.6998,0.000533558,0.000533558,0.000533558
107,168.749,1.33043,1.17751,1.74746,0.65558,0.58723,0.76291,0.56943,1.15814,0.87381,1.72836,0.000528058,0.000528058,0.000528058
108,170.282,1.3353,1.21192,1.77569,0.58024,0.68781,0.76429,0.56184,1.14195,0.85488,1.73931,0.000522559,0.000522559,0.000522559
109,171.785,1.29166,1.16833,1.72496,0.93145,0.45064,0.813,0.62559,1.17093,0.85564,1.77292,0.000517059,0.000517059,0.000517059
110,173.485,1.29593,1.1718,1.73482,0.69421,0.61829,0.81678,0.60434,1.10771,0.81781,1.69879,0.00051156,0.00051156,0.00051156
111,174.974,1.31022,1.15631,1.7325,0.70823,0.60905,0.7956,0.56155,1.14596,0.93053,1.74043,0.00050606,0.00050606,0.00050606
112,176.505,1.28558,1.16073,1.74131,0.71268,0.5713,0.76021,0.57858,1.10988,0.83194,1.70996,0.000500561,0.000500561,0.000500561
113,178.057,1.2856,1.13402,1.72315,0.76231,0.57998,0.78476,0.59768,1.12706,0.80609,1.71641,0.000495062,0.000495062,0.000495062
114,179.591,1.29062,1.14223,1.73295,0.78874,0.59899,0.81775,0.6309,1.08631,0.82546,1.67305,0.000489562,0.000489562,0.000489562
115,181.077,1.29256,1.17097,1.7187,0.63569,0.61681,0.757,0.55656,1.11093,0.83134,1.70315,0.000484063,0.000484063,0.000484063
116,182.62,1.29144,1.14368,1.71265,0.85305,0.52341,0.80133,0.59968,1.09661,0.84378,1.69566,0.000478563,0.000478563,0.000478563
117,184.096,1.27607,1.08916,1.70822,0.62879,0.58651,0.79845,0.57673,1.1149,0.87017,1.7168,0.000473064,0.000473064,0.000473064
118,185.58,1.27391,1.1355,1.72013,0.80325,0.59152,0.82223,0.6291,1.07443,0.80337,1.67965,0.000467564,0.000467564,0.000467564
